user_id,item_id,term,length_of_stay_bucket,rate_plan,room_segment,n_people_bucket,weekend_stay
5856,42,OffSeason,[2-3],Standard,[160-260],[2-2],TRUE
4569,156,WinterVacation,[2-3],Nonref,[160-260],[3-4],TRUE
5857,159,OffSeason,[4-7],Nonref,[160-260],[3-4],FALSE
5858,69,WinterVacation,[2-3],Standard,[260-360],[3-4],TRUE
5859,590,WinterVacation,[2-3],Nonref,[260-360],[5-inf],FALSE
5860,109,WinterVacation,[2-3],Nonref,[160-260],[2-2],TRUE
5861,156,WinterVacation,[2-3],Nonref,[160-260],[3-4],TRUE
5862,109,WinterVacation,[2-3],Nonref,[160-260],[2-2],TRUE
5863,580,WinterVacation,[8-inf],Nonref,[160-260],[2-2],TRUE
5864,110,OffSeason,[4-7],Nonref,[160-260],[2-2],TRUE
5865,0,WinterVacation,[2-3],Standard,[260-360],[5-inf],TRUE
5786,68,WinterVacation,[4-7],Standard,[160-260],[2-2],TRUE
5866,585,WinterVacation,[0-1],Nonref,[160-260],[3-4],FALSE
5867,156,WinterVacation,[2-3],Nonref,[160-260],[3-4],TRUE
5868,109,WinterVacation,[2-3],Nonref,[160-260],[2-2],TRUE
5870,516,WinterVacation,[2-3],Nonref,[260-360],[5-inf],TRUE
5871,110,OffSeason,[4-7],Nonref,[160-260],[2-2],TRUE
5872,1,WinterVacation,[2-3],Standard,[160-260],[3-4],TRUE
5873,88,WinterVacation,[0-1],Standard,[160-260],[3-4],TRUE
5874,58,WinterVacation,[2-3],Standard,[260-360],[5-inf],FALSE
5875,591,WinterVacation,[2-3],Nonref,[160-260],[5-inf],FALSE
5876,124,HighSeason,[2-3],Nonref,[160-260],[3-4],TRUE
5877,177,WinterVacation,[2-3],Nonref,[160-260],[3-4],FALSE
5878,106,OffSeason,[2-3],Nonref,[160-260],[3-4],FALSE
5879,6,OffSeason,[2-3],Standard,[260-360],[5-inf],TRUE
5880,20,OffSeason,[4-7],Standard,[160-260],[1-1],TRUE
5881,134,LowSeason,[2-3],Nonref,[260-360],[5-inf],FALSE
5882,581,WinterVacation,[0-1],Nonref,[160-260],[2-2],TRUE
5883,122,OffSeason,[4-7],Nonref,[160-260],[3-4],TRUE
5884,592,WinterVacation,[0-1],Nonref,[160-260],[5-inf],TRUE
5885,591,WinterVacation,[2-3],Nonref,[160-260],[5-inf],FALSE
5886,483,WinterVacation,[4-7],Nonref,[160-260],[2-2],TRUE
5887,83,WinterVacation,[4-7],Standard,[260-360],[2-2],TRUE
5888,103,OffSeason,[0-1],Standard,[160-260],[2-2],TRUE
5889,2,WinterVacation,[2-3],Standard,[160-260],[2-2],FALSE
5890,156,WinterVacation,[2-3],Nonref,[160-260],[3-4],TRUE
5891,59,WinterVacation,[2-3],Standard,[160-260],[2-2],TRUE
5892,181,WinterVacation,[0-1],Nonref,[160-260],[3-4],TRUE
5893,55,WinterVacation,[2-3],Standard,[260-360],[2-2],FALSE
5894,69,WinterVacation,[2-3],Standard,[260-360],[3-4],TRUE
3336,181,WinterVacation,[0-1],Nonref,[160-260],[3-4],TRUE
5895,3,WinterVacation,[4-7],Standard,[160-260],[3-4],TRUE
5896,167,WinterVacation,[4-7],Nonref,[160-260],[3-4],TRUE
5897,537,WinterVacation,[4-7],Nonref,[160-260],[3-4],FALSE
1281,181,WinterVacation,[0-1],Nonref,[160-260],[3-4],TRUE
5898,156,WinterVacation,[2-3],Nonref,[160-260],[3-4],TRUE
5899,1,WinterVacation,[2-3],Standard,[160-260],[3-4],TRUE
5664,156,WinterVacation,[2-3],Nonref,[160-260],[3-4],TRUE
5900,483,WinterVacation,[4-7],Nonref,[160-260],[2-2],TRUE
5901,169,WinterVacation,[2-3],Nonref,[160-260],[5-inf],TRUE
5902,138,Easter,[4-7],Standard,[160-260],[3-4],TRUE
5903,177,WinterVacation,[2-3],Nonref,[160-260],[3-4],FALSE
5904,1,WinterVacation,[2-3],Standard,[160-260],[3-4],TRUE
5905,167,WinterVacation,[4-7],Nonref,[160-260],[3-4],TRUE
3336,67,WinterVacation,[0-1],Standard,[160-260],[3-4],FALSE
5906,156,WinterVacation,[2-3],Nonref,[160-260],[3-4],TRUE
5907,71,WinterVacation,[2-3],Standard,[160-260],[3-4],FALSE
5908,193,OffSeason,[0-1],Standard,[160-260],[3-4],FALSE
5909,42,OffSeason,[2-3],Standard,[160-260],[2-2],TRUE
5910,234,LowSeason,[4-7],Standard,[160-260],[2-2],TRUE
5911,256,HighSeason,[2-3],Standard,[160-260],[5-inf],TRUE
5913,29,OffSeason,[2-3],Standard,[160-260],[3-4],TRUE
5914,104,OffSeason,[2-3],Nonref,[160-260],[2-2],TRUE
5915,156,WinterVacation,[2-3],Nonref,[160-260],[3-4],TRUE
5916,119,OffSeason,[2-3],Nonref,[260-360],[5-inf],TRUE
5917,156,WinterVacation,[2-3],Nonref,[160-260],[3-4],TRUE
5918,593,WinterVacation,[2-3],Nonref,[0-160],[2-2],FALSE
573,142,OffSeason,[4-7],Nonref,[160-260],[1-1],TRUE
5919,3,WinterVacation,[4-7],Standard,[160-260],[3-4],TRUE
5920,1,WinterVacation,[2-3],Standard,[160-260],[3-4],TRUE
5921,3,WinterVacation,[4-7],Standard,[160-260],[3-4],TRUE
5923,594,WinterVacation,[4-7],Nonref,[260-360],[3-4],TRUE
5924,156,WinterVacation,[2-3],Nonref,[160-260],[3-4],TRUE
5925,537,WinterVacation,[4-7],Nonref,[160-260],[3-4],FALSE
5786,82,WinterVacation,[0-1],Standard,[160-260],[2-2],FALSE
5926,1,WinterVacation,[2-3],Standard,[160-260],[3-4],TRUE
4880,82,WinterVacation,[0-1],Standard,[160-260],[2-2],FALSE
5928,59,WinterVacation,[2-3],Standard,[160-260],[2-2],TRUE
5929,68,WinterVacation,[4-7],Standard,[160-260],[2-2],TRUE
5930,58,WinterVacation,[2-3],Standard,[260-360],[5-inf],FALSE
5931,1,WinterVacation,[2-3],Standard,[160-260],[3-4],TRUE
2889,73,WinterVacation,[2-3],Standard,[160-260],[1-1],FALSE
5932,89,WinterVacation,[0-1],Standard,[160-260],[2-2],TRUE
5933,230,OffSeason,[4-7],Standard,[260-360],[5-inf],FALSE
5934,1,WinterVacation,[2-3],Standard,[160-260],[3-4],TRUE
5936,110,OffSeason,[4-7],Nonref,[160-260],[2-2],TRUE
5938,42,OffSeason,[2-3],Standard,[160-260],[2-2],TRUE
5939,0,WinterVacation,[2-3],Standard,[260-360],[5-inf],TRUE
5941,595,WinterVacation,[2-3],Nonref,[160-260],[1-1],TRUE
5942,596,WinterVacation,[2-3],Standard,[360-500],[5-inf],TRUE
5674,67,WinterVacation,[0-1],Standard,[160-260],[3-4],FALSE
5943,516,WinterVacation,[2-3],Nonref,[260-360],[5-inf],TRUE
5945,82,WinterVacation,[0-1],Standard,[160-260],[2-2],FALSE
5946,169,WinterVacation,[2-3],Nonref,[160-260],[5-inf],TRUE
5947,59,WinterVacation,[2-3],Standard,[160-260],[2-2],TRUE
5948,516,WinterVacation,[2-3],Nonref,[260-360],[5-inf],TRUE
5949,156,WinterVacation,[2-3],Nonref,[160-260],[3-4],TRUE
5950,230,OffSeason,[4-7],Standard,[260-360],[5-inf],FALSE
5951,109,WinterVacation,[2-3],Nonref,[160-260],[2-2],TRUE
5952,17,OffSeason,[4-7],Standard,[160-260],[3-4],TRUE
5953,339,HighSeason,[2-3],Standard,[360-500],[5-inf],TRUE
5954,1,WinterVacation,[2-3],Standard,[160-260],[3-4],TRUE
5955,597,WinterVacation,[4-7],Nonref,[0-160],[2-2],FALSE
5956,63,WinterVacation,[2-3],Standard,[0-160],[2-2],TRUE
5957,42,OffSeason,[2-3],Standard,[160-260],[2-2],TRUE
5958,94,WinterVacation,[2-3],Standard,[260-360],[3-4],FALSE
5959,156,WinterVacation,[2-3],Nonref,[160-260],[3-4],TRUE
706,90,WinterVacation,[0-1],Standard,[160-260],[1-1],TRUE
706,90,WinterVacation,[0-1],Standard,[160-260],[1-1],TRUE
5942,1,WinterVacation,[2-3],Standard,[160-260],[3-4],TRUE
5962,169,WinterVacation,[2-3],Nonref,[160-260],[5-inf],TRUE
5963,156,WinterVacation,[2-3],Nonref,[160-260],[3-4],TRUE
5964,49,OffSeason,[4-7],Standard,[260-360],[3-4],TRUE
5965,94,WinterVacation,[2-3],Standard,[260-360],[3-4],FALSE
5966,581,WinterVacation,[0-1],Nonref,[160-260],[2-2],TRUE
5967,100,OffSeason,[2-3],Nonref,[160-260],[3-4],TRUE
5968,106,OffSeason,[2-3],Nonref,[160-260],[3-4],FALSE
5969,53,WinterVacation,[4-7],Standard,[160-260],[1-1],TRUE
5970,167,WinterVacation,[4-7],Nonref,[160-260],[3-4],TRUE
2253,221,HighSeason,[4-7],Standard,[260-360],[5-inf],FALSE
5971,67,WinterVacation,[0-1],Standard,[160-260],[3-4],FALSE
5972,104,OffSeason,[2-3],Nonref,[160-260],[2-2],TRUE
5973,423,LowSeason,[2-3],Standard,[360-500],[5-inf],TRUE
5975,109,WinterVacation,[2-3],Nonref,[160-260],[2-2],TRUE
5976,36,OffSeason,[4-7],Standard,[160-260],[3-4],FALSE
5977,156,WinterVacation,[2-3],Nonref,[160-260],[3-4],TRUE
5978,156,WinterVacation,[2-3],Nonref,[160-260],[3-4],TRUE
5979,109,WinterVacation,[2-3],Nonref,[160-260],[2-2],TRUE
5980,552,WinterVacation,[2-3],Nonref,[0-160],[2-2],TRUE
5981,156,WinterVacation,[2-3],Nonref,[160-260],[3-4],TRUE
5982,598,WinterVacation,[4-7],Nonref,[160-260],[5-inf],FALSE
5983,65,WinterVacation,[2-3],Standard,[160-260],[1-1],TRUE
5984,88,WinterVacation,[0-1],Standard,[160-260],[3-4],TRUE
5985,591,WinterVacation,[2-3],Nonref,[160-260],[5-inf],FALSE
5986,156,WinterVacation,[2-3],Nonref,[160-260],[3-4],TRUE
5987,1,WinterVacation,[2-3],Standard,[160-260],[3-4],TRUE
706,57,WinterVacation,[4-7],Standard,[160-260],[3-4],FALSE
5988,109,WinterVacation,[2-3],Nonref,[160-260],[2-2],TRUE
5989,590,WinterVacation,[2-3],Nonref,[260-360],[5-inf],FALSE
5990,181,WinterVacation,[0-1],Nonref,[160-260],[3-4],TRUE
291,599,WinterVacation,[0-1],Standard,[260-360],[5-inf],TRUE
5991,591,WinterVacation,[2-3],Nonref,[160-260],[5-inf],FALSE
5992,109,WinterVacation,[2-3],Nonref,[160-260],[2-2],TRUE
5993,173,WinterVacation,[2-3],Nonref,[160-260],[2-2],FALSE
5994,100,OffSeason,[2-3],Nonref,[160-260],[3-4],TRUE
5995,545,WinterVacation,[0-1],Nonref,[260-360],[5-inf],FALSE
5996,143,HighSeason,[4-7],Standard,[260-360],[5-inf],TRUE
5997,122,OffSeason,[4-7],Nonref,[160-260],[3-4],TRUE
5998,71,WinterVacation,[2-3],Standard,[160-260],[3-4],FALSE
5999,66,WinterVacation,[2-3],Standard,[160-260],[5-inf],TRUE
6000,1,WinterVacation,[2-3],Standard,[160-260],[3-4],TRUE
6001,109,WinterVacation,[2-3],Nonref,[160-260],[2-2],TRUE
1,17,OffSeason,[4-7],Standard,[160-260],[3-4],TRUE
5990,181,WinterVacation,[0-1],Nonref,[160-260],[3-4],TRUE
6002,181,WinterVacation,[0-1],Nonref,[160-260],[3-4],TRUE
6003,71,WinterVacation,[2-3],Standard,[160-260],[3-4],FALSE
6004,1,WinterVacation,[2-3],Standard,[160-260],[3-4],TRUE
6005,537,WinterVacation,[4-7],Nonref,[160-260],[3-4],FALSE
6006,156,WinterVacation,[2-3],Nonref,[160-260],[3-4],TRUE
6007,153,OffSeason,[4-7],Nonref,[260-360],[3-4],TRUE
6008,109,WinterVacation,[2-3],Nonref,[160-260],[2-2],TRUE
6009,156,WinterVacation,[2-3],Nonref,[160-260],[3-4],TRUE
6010,6,OffSeason,[2-3],Standard,[260-360],[5-inf],TRUE
6011,537,WinterVacation,[4-7],Nonref,[160-260],[3-4],FALSE
6012,186,HighSeason,[4-7],Standard,[260-360],[3-4],TRUE
6013,110,OffSeason,[4-7],Nonref,[160-260],[2-2],TRUE
6014,156,WinterVacation,[2-3],Nonref,[160-260],[3-4],TRUE
6015,51,WinterVacation,[4-7],Standard,[260-360],[3-4],TRUE
6016,156,WinterVacation,[2-3],Nonref,[160-260],[3-4],TRUE
6018,17,OffSeason,[4-7],Standard,[160-260],[3-4],TRUE
6019,156,WinterVacation,[2-3],Nonref,[160-260],[3-4],TRUE
6020,42,OffSeason,[2-3],Standard,[160-260],[2-2],TRUE
6021,133,OffSeason,[2-3],Nonref,[260-360],[3-4],TRUE
6022,177,WinterVacation,[2-3],Nonref,[160-260],[3-4],FALSE
6023,156,WinterVacation,[2-3],Nonref,[160-260],[3-4],TRUE
6024,77,WinterVacation,[4-7],Standard,[160-260],[2-2],FALSE
6025,180,OffSeason,[4-7],Standard,[160-260],[5-inf],TRUE
294,3,WinterVacation,[4-7],Standard,[160-260],[3-4],TRUE
6027,483,WinterVacation,[4-7],Nonref,[160-260],[2-2],TRUE
5997,110,OffSeason,[4-7],Nonref,[160-260],[2-2],TRUE
6028,31,OffSeason,[2-3],Standard,[260-360],[3-4],TRUE
6029,106,OffSeason,[2-3],Nonref,[160-260],[3-4],FALSE
6030,110,OffSeason,[4-7],Nonref,[160-260],[2-2],TRUE
6031,1,WinterVacation,[2-3],Standard,[160-260],[3-4],TRUE
6032,175,MayLongWeekend,[2-3],Nonref,[160-260],[3-4],TRUE
6033,1,WinterVacation,[2-3],Standard,[160-260],[3-4],TRUE
6034,159,OffSeason,[4-7],Nonref,[160-260],[3-4],FALSE
6035,114,OffSeason,[4-7],Nonref,[260-360],[5-inf],TRUE
5990,585,WinterVacation,[0-1],Nonref,[160-260],[3-4],FALSE
120,173,WinterVacation,[2-3],Nonref,[160-260],[2-2],FALSE
6036,0,WinterVacation,[2-3],Standard,[260-360],[5-inf],TRUE
6037,583,WinterVacation,[0-1],Nonref,[260-360],[5-inf],TRUE
2668,61,WinterVacation,[4-7],Standard,[260-360],[5-inf],TRUE
6038,71,WinterVacation,[2-3],Standard,[160-260],[3-4],FALSE
5630,68,WinterVacation,[4-7],Standard,[160-260],[2-2],TRUE
6039,177,WinterVacation,[2-3],Nonref,[160-260],[3-4],FALSE
4735,182,OffSeason,[0-1],Standard,[160-260],[1-1],FALSE
6040,109,WinterVacation,[2-3],Nonref,[160-260],[2-2],TRUE
6041,59,WinterVacation,[2-3],Standard,[160-260],[2-2],TRUE
6042,17,OffSeason,[4-7],Standard,[160-260],[3-4],TRUE
1961,6,OffSeason,[2-3],Standard,[260-360],[5-inf],TRUE
6043,537,WinterVacation,[4-7],Nonref,[160-260],[3-4],FALSE
6044,548,WinterVacation,[2-3],Nonref,[260-360],[3-4],TRUE
6045,104,OffSeason,[2-3],Nonref,[160-260],[2-2],TRUE
6047,600,WinterVacation,[0-1],Nonref,[260-360],[3-4],FALSE
6048,1,WinterVacation,[2-3],Standard,[160-260],[3-4],TRUE
6049,104,OffSeason,[2-3],Nonref,[160-260],[2-2],TRUE
6050,21,OffSeason,[2-3],Standard,[160-260],[1-1],TRUE
6051,110,OffSeason,[4-7],Nonref,[160-260],[2-2],TRUE
6052,521,WinterVacation,[4-7],Nonref,[0-160],[2-2],TRUE
6053,133,OffSeason,[2-3],Nonref,[260-360],[3-4],TRUE
6054,119,OffSeason,[2-3],Nonref,[260-360],[5-inf],TRUE
6055,167,WinterVacation,[4-7],Nonref,[160-260],[3-4],TRUE
6056,181,WinterVacation,[0-1],Nonref,[160-260],[3-4],TRUE
6057,109,WinterVacation,[2-3],Nonref,[160-260],[2-2],TRUE
6058,173,WinterVacation,[2-3],Nonref,[160-260],[2-2],FALSE
6059,71,WinterVacation,[2-3],Standard,[160-260],[3-4],FALSE
6060,516,WinterVacation,[2-3],Nonref,[260-360],[5-inf],TRUE
6038,88,WinterVacation,[0-1],Standard,[160-260],[3-4],TRUE
6061,595,WinterVacation,[2-3],Nonref,[160-260],[1-1],TRUE
6062,274,OffSeason,[4-7],Nonref,[160-260],[5-inf],TRUE
6063,17,OffSeason,[4-7],Standard,[160-260],[3-4],TRUE
6064,69,WinterVacation,[2-3],Standard,[260-360],[3-4],TRUE
6066,483,WinterVacation,[4-7],Nonref,[160-260],[2-2],TRUE
6067,156,WinterVacation,[2-3],Nonref,[160-260],[3-4],TRUE
6068,152,OffSeason,[2-3],Nonref,[260-360],[5-inf],FALSE
6069,548,WinterVacation,[2-3],Nonref,[260-360],[3-4],TRUE
6070,167,WinterVacation,[4-7],Nonref,[160-260],[3-4],TRUE
6071,109,WinterVacation,[2-3],Nonref,[160-260],[2-2],TRUE
706,65,WinterVacation,[2-3],Standard,[160-260],[1-1],TRUE
706,601,WinterVacation,[4-7],Standard,[360-500],[1-1],TRUE
6072,156,WinterVacation,[2-3],Nonref,[160-260],[3-4],TRUE
4850,75,WinterVacation,[0-1],Standard,[160-260],[1-1],FALSE
4890,2,WinterVacation,[2-3],Standard,[160-260],[2-2],FALSE
6073,68,WinterVacation,[4-7],Standard,[160-260],[2-2],TRUE
3091,602,WinterVacation,[0-1],Nonref,[260-360],[2-2],FALSE
6074,171,WinterVacation,[0-1],Standard,[260-360],[3-4],FALSE
6075,100,OffSeason,[2-3],Nonref,[160-260],[3-4],TRUE
6070,67,WinterVacation,[0-1],Standard,[160-260],[3-4],FALSE
6070,67,WinterVacation,[0-1],Standard,[160-260],[3-4],FALSE
6076,1,WinterVacation,[2-3],Standard,[160-260],[3-4],TRUE
6014,67,WinterVacation,[0-1],Standard,[160-260],[3-4],FALSE
5753,82,WinterVacation,[0-1],Standard,[160-260],[2-2],FALSE
6077,71,WinterVacation,[2-3],Standard,[160-260],[3-4],FALSE
6078,9,HighSeason,[2-3],Standard,[160-260],[3-4],TRUE
5983,65,WinterVacation,[2-3],Standard,[160-260],[1-1],TRUE
6079,516,WinterVacation,[2-3],Nonref,[260-360],[5-inf],TRUE
6080,156,WinterVacation,[2-3],Nonref,[160-260],[3-4],TRUE
6081,156,WinterVacation,[2-3],Nonref,[160-260],[3-4],TRUE
6082,156,WinterVacation,[2-3],Nonref,[160-260],[3-4],TRUE
6083,156,WinterVacation,[2-3],Nonref,[160-260],[3-4],TRUE
6084,1,WinterVacation,[2-3],Standard,[160-260],[3-4],TRUE
6085,109,WinterVacation,[2-3],Nonref,[160-260],[2-2],TRUE
6086,516,WinterVacation,[2-3],Nonref,[260-360],[5-inf],TRUE
6088,104,OffSeason,[2-3],Nonref,[160-260],[2-2],TRUE
6089,156,WinterVacation,[2-3],Nonref,[160-260],[3-4],TRUE
6090,59,WinterVacation,[2-3],Standard,[160-260],[2-2],TRUE
1736,454,WinterVacation,[0-1],Nonref,[160-260],[2-2],FALSE
6091,6,OffSeason,[2-3],Standard,[260-360],[5-inf],TRUE
6092,175,MayLongWeekend,[2-3],Nonref,[160-260],[3-4],TRUE
6093,1,WinterVacation,[2-3],Standard,[160-260],[3-4],TRUE
6094,583,WinterVacation,[0-1],Nonref,[260-360],[5-inf],TRUE
6095,3,WinterVacation,[4-7],Standard,[160-260],[3-4],TRUE
1281,532,WinterVacation,[4-7],Nonref,[160-260],[1-1],FALSE
6097,109,WinterVacation,[2-3],Nonref,[160-260],[2-2],TRUE
6098,109,WinterVacation,[2-3],Nonref,[160-260],[2-2],TRUE
6099,88,WinterVacation,[0-1],Standard,[160-260],[3-4],TRUE
6100,242,MayLongWeekend,[4-7],Standard,[260-360],[5-inf],TRUE
6101,118,OffSeason,[2-3],Standard,[260-360],[5-inf],FALSE
6102,3,WinterVacation,[4-7],Standard,[160-260],[3-4],TRUE
6104,17,OffSeason,[4-7],Standard,[160-260],[3-4],TRUE
6105,583,WinterVacation,[0-1],Nonref,[260-360],[5-inf],TRUE
6106,30,OffSeason,[4-7],Standard,[160-260],[2-2],TRUE
6107,109,WinterVacation,[2-3],Nonref,[160-260],[2-2],TRUE
6108,69,WinterVacation,[2-3],Standard,[260-360],[3-4],TRUE
6110,177,WinterVacation,[2-3],Nonref,[160-260],[3-4],FALSE
6111,110,OffSeason,[4-7],Nonref,[160-260],[2-2],TRUE
6112,71,WinterVacation,[2-3],Standard,[160-260],[3-4],FALSE
6112,71,WinterVacation,[2-3],Standard,[160-260],[3-4],FALSE
6113,169,WinterVacation,[2-3],Nonref,[160-260],[5-inf],TRUE
6114,49,OffSeason,[4-7],Standard,[260-360],[3-4],TRUE
6115,291,MayLongWeekend,[2-3],Standard,[260-360],[5-inf],TRUE
6116,109,WinterVacation,[2-3],Nonref,[160-260],[2-2],TRUE
6117,51,WinterVacation,[4-7],Standard,[260-360],[3-4],TRUE
6119,51,WinterVacation,[4-7],Standard,[260-360],[3-4],TRUE
6120,30,OffSeason,[4-7],Standard,[160-260],[2-2],TRUE
6121,104,OffSeason,[2-3],Nonref,[160-260],[2-2],TRUE
6122,89,WinterVacation,[0-1],Standard,[160-260],[2-2],TRUE
6123,58,WinterVacation,[2-3],Standard,[260-360],[5-inf],FALSE
6124,57,WinterVacation,[4-7],Standard,[160-260],[3-4],FALSE
6125,109,WinterVacation,[2-3],Nonref,[160-260],[2-2],TRUE
6126,92,WinterVacation,[8-inf],Standard,[160-260],[1-1],TRUE
6128,136,LowSeason,[4-7],Nonref,[260-360],[3-4],TRUE
6129,516,WinterVacation,[2-3],Nonref,[260-360],[5-inf],TRUE
1281,173,WinterVacation,[2-3],Nonref,[160-260],[2-2],FALSE
6131,122,OffSeason,[4-7],Nonref,[160-260],[3-4],TRUE
6132,102,OffSeason,[2-3],Nonref,[160-260],[2-2],FALSE
6133,102,OffSeason,[2-3],Nonref,[160-260],[2-2],FALSE
6134,6,OffSeason,[2-3],Standard,[260-360],[5-inf],TRUE
6135,111,OffSeason,[2-3],Nonref,[160-260],[5-inf],TRUE
6136,247,OffSeason,[4-7],Nonref,[0-160],[2-2],TRUE
6137,59,WinterVacation,[2-3],Standard,[160-260],[2-2],TRUE
6138,177,WinterVacation,[2-3],Nonref,[160-260],[3-4],FALSE
6139,173,WinterVacation,[2-3],Nonref,[160-260],[2-2],FALSE
6140,6,OffSeason,[2-3],Standard,[260-360],[5-inf],TRUE
6141,111,OffSeason,[2-3],Nonref,[160-260],[5-inf],TRUE
5888,39,OffSeason,[0-1],Standard,[160-260],[3-4],TRUE
6142,54,WinterVacation,[4-7],Standard,[160-260],[5-inf],TRUE
6143,65,WinterVacation,[2-3],Standard,[160-260],[1-1],TRUE
706,44,OffSeason,[2-3],Standard,[160-260],[3-4],FALSE
6144,552,WinterVacation,[2-3],Nonref,[0-160],[2-2],TRUE
6145,156,WinterVacation,[2-3],Nonref,[160-260],[3-4],TRUE
6146,100,OffSeason,[2-3],Nonref,[160-260],[3-4],TRUE
6148,177,WinterVacation,[2-3],Nonref,[160-260],[3-4],FALSE
6149,27,OffSeason,[2-3],Standard,[160-260],[2-2],FALSE
6151,29,OffSeason,[2-3],Standard,[160-260],[3-4],TRUE
6152,100,OffSeason,[2-3],Nonref,[160-260],[3-4],TRUE
1502,32,OffSeason,[4-7],Standard,[160-260],[2-2],FALSE
6153,109,WinterVacation,[2-3],Nonref,[160-260],[2-2],TRUE
6154,540,WinterVacation,[4-7],Nonref,[260-360],[5-inf],FALSE
6155,505,WinterVacation,[4-7],Nonref,[160-260],[2-2],FALSE
6156,590,WinterVacation,[2-3],Nonref,[260-360],[5-inf],FALSE
6159,17,OffSeason,[4-7],Standard,[160-260],[3-4],TRUE
6160,1,WinterVacation,[2-3],Standard,[160-260],[3-4],TRUE
6161,49,OffSeason,[4-7],Standard,[260-360],[3-4],TRUE
6162,94,WinterVacation,[2-3],Standard,[260-360],[3-4],FALSE
826,109,WinterVacation,[2-3],Nonref,[160-260],[2-2],TRUE
6107,67,WinterVacation,[0-1],Standard,[160-260],[3-4],FALSE
6163,110,OffSeason,[4-7],Nonref,[160-260],[2-2],TRUE
6164,177,WinterVacation,[2-3],Nonref,[160-260],[3-4],FALSE
6165,156,WinterVacation,[2-3],Nonref,[160-260],[3-4],TRUE
6166,82,WinterVacation,[0-1],Standard,[160-260],[2-2],FALSE
706,140,OffSeason,[8-inf],Standard,[160-260],[3-4],TRUE
6167,92,WinterVacation,[8-inf],Standard,[160-260],[1-1],TRUE
6168,255,MayLongWeekend,[2-3],Nonref,[160-260],[5-inf],TRUE
6169,56,WinterVacation,[2-3],Standard,[0-160],[2-2],FALSE
6170,167,WinterVacation,[4-7],Nonref,[160-260],[3-4],TRUE
6171,143,HighSeason,[4-7],Standard,[260-360],[5-inf],TRUE
6172,177,WinterVacation,[2-3],Nonref,[160-260],[3-4],FALSE
6173,1,WinterVacation,[2-3],Standard,[160-260],[3-4],TRUE
6175,109,WinterVacation,[2-3],Nonref,[160-260],[2-2],TRUE
6176,59,WinterVacation,[2-3],Standard,[160-260],[2-2],TRUE
6177,156,WinterVacation,[2-3],Nonref,[160-260],[3-4],TRUE
6178,110,OffSeason,[4-7],Nonref,[160-260],[2-2],TRUE
6179,109,WinterVacation,[2-3],Nonref,[160-260],[2-2],TRUE
6180,71,WinterVacation,[2-3],Standard,[160-260],[3-4],FALSE
6181,100,OffSeason,[2-3],Nonref,[160-260],[3-4],TRUE
6182,1,WinterVacation,[2-3],Standard,[160-260],[3-4],TRUE
6184,109,WinterVacation,[2-3],Nonref,[160-260],[2-2],TRUE
5251,516,WinterVacation,[2-3],Nonref,[260-360],[5-inf],TRUE
6188,100,OffSeason,[2-3],Nonref,[160-260],[3-4],TRUE
6189,24,MayLongWeekend,[4-7],Standard,[160-260],[3-4],TRUE
6191,603,WinterVacation,[0-1],Standard,[260-360],[2-2],FALSE
6192,156,WinterVacation,[2-3],Nonref,[160-260],[3-4],TRUE
6193,156,WinterVacation,[2-3],Nonref,[160-260],[3-4],TRUE
6194,109,WinterVacation,[2-3],Nonref,[160-260],[2-2],TRUE
706,1,WinterVacation,[2-3],Standard,[160-260],[3-4],TRUE
4295,109,WinterVacation,[2-3],Nonref,[160-260],[2-2],TRUE
6195,109,WinterVacation,[2-3],Nonref,[160-260],[2-2],TRUE
6196,68,WinterVacation,[4-7],Standard,[160-260],[2-2],TRUE
682,71,WinterVacation,[2-3],Standard,[160-260],[3-4],FALSE
6198,545,WinterVacation,[0-1],Nonref,[260-360],[5-inf],FALSE
6199,156,WinterVacation,[2-3],Nonref,[160-260],[3-4],TRUE
6200,152,OffSeason,[2-3],Nonref,[260-360],[5-inf],FALSE
6201,173,WinterVacation,[2-3],Nonref,[160-260],[2-2],FALSE
6202,156,WinterVacation,[2-3],Nonref,[160-260],[3-4],TRUE
6203,169,WinterVacation,[2-3],Nonref,[160-260],[5-inf],TRUE
6204,68,WinterVacation,[4-7],Standard,[160-260],[2-2],TRUE
6205,100,OffSeason,[2-3],Nonref,[160-260],[3-4],TRUE
6206,114,OffSeason,[4-7],Nonref,[260-360],[5-inf],TRUE
6207,604,OffSeason,[4-7],Standard,[260-360],[1-1],TRUE
6208,29,OffSeason,[2-3],Standard,[160-260],[3-4],TRUE
6209,156,WinterVacation,[2-3],Nonref,[160-260],[3-4],TRUE
6210,111,OffSeason,[2-3],Nonref,[160-260],[5-inf],TRUE
6211,106,OffSeason,[2-3],Nonref,[160-260],[3-4],FALSE
6212,74,WinterVacation,[4-7],Standard,[160-260],[1-1],FALSE
6213,104,OffSeason,[2-3],Nonref,[160-260],[2-2],TRUE
6214,29,OffSeason,[2-3],Standard,[160-260],[3-4],TRUE
6215,169,WinterVacation,[2-3],Nonref,[160-260],[5-inf],TRUE
6216,104,OffSeason,[2-3],Nonref,[160-260],[2-2],TRUE
6217,59,WinterVacation,[2-3],Standard,[160-260],[2-2],TRUE
6218,119,OffSeason,[2-3],Nonref,[260-360],[5-inf],TRUE
